Date,+1D BTC,+1D ETH,BTC_close,ETH_close
2015-08-08 23:59:59,1,0,260.9970092773437,0.7533249855041504
2015-08-09 23:59:59,0,1,265.0830078125,0.7018970251083374
2015-08-10 23:59:59,1,1,264.4700012207031,0.7084479928016663
2015-08-11 23:59:59,0,1,270.385986328125,1.0678600072860718
2015-08-12 23:59:59,0,1,266.3760070800781,1.2174400091171265
2015-08-13 23:59:59,1,1,264.0799865722656,1.827669978141785
2015-08-14 23:59:59,0,0,265.67999267578125,1.8278700113296509
2015-08-15 23:59:59,0,0,261.5509948730469,1.6888999938964844
2015-08-16 23:59:59,0,0,258.5069885253906,1.5660300254821775
2015-08-17 23:59:59,0,0,257.9760131835937,1.2036099433898926
2015-08-18 23:59:59,1,1,211.07899475097656,1.087049961090088
2015-08-19 23:59:59,1,1,226.6840057373047,1.2588599920272827
2015-08-20 23:59:59,0,0,235.3500061035156,1.4649200439453125
2015-08-21 23:59:59,0,0,232.56900024414065,1.3952900171279907
2015-08-22 23:59:59,0,0,230.38999938964844,1.37923002243042
2015-08-23 23:59:59,0,0,228.16900634765625,1.3525899648666382
2015-08-24 23:59:59,1,0,210.4949951171875,1.2312699556350708
2015-08-25 23:59:59,1,1,221.60899353027344,1.1401900053024292
2015-08-26 23:59:59,0,0,225.83099365234372,1.159980058670044
2015-08-27 23:59:59,1,1,224.7689971923828,1.147699952125549
2015-08-28 23:59:59,0,0,231.39599609375,1.1913800239562988
2015-08-29 23:59:59,0,1,229.77999877929688,1.1825499534606934
2015-08-30 23:59:59,1,1,228.7610015869141,1.3192700147628784
2015-08-31 23:59:59,0,0,230.05599975585935,1.358240008354187
2015-09-01 23:59:59,1,0,228.1210021972656,1.3516099452972412
2015-09-02 23:59:59,0,0,229.28399658203125,1.2947900295257568
2015-09-03 23:59:59,1,1,227.18299865722656,1.264930009841919
2015-09-04 23:59:59,1,1,230.29800415039065,1.2744100093841553
2015-09-05 23:59:59,1,0,235.0189971923828,1.3388099670410156
2015-09-06 23:59:59,1,0,239.83999633789065,1.295830011367798
2015-09-07 23:59:59,1,0,239.8470001220703,1.246649980545044
2015-09-08 23:59:59,0,0,243.60699462890625,1.2424299716949463
2015-09-09 23:59:59,1,0,238.16799926757807,1.2065099477767944
2015-09-10 23:59:59,1,0,238.4770050048828,1.1657700538635254
2015-09-11 23:59:59,0,1,240.10699462890625,0.9829779863357544
2015-09-12 23:59:59,0,0,235.22900390625,1.0387400388717651
2015-09-13 23:59:59,1,0,230.51199340820312,0.936003029346466
2015-09-14 23:59:59,0,1,230.6439971923828,0.8756219744682312
2015-09-15 23:59:59,0,0,230.3040008544922,0.9444100260734558
2015-09-16 23:59:59,1,0,229.09100341796875,0.9071750044822692
2015-09-17 23:59:59,1,0,229.80999755859372,0.8742309808731079
2015-09-18 23:59:59,0,1,232.9750061035156,0.8536850214004517
2015-09-19 23:59:59,0,1,231.4929962158203,0.8823909759521484
2015-09-20 23:59:59,0,0,231.2120056152344,0.938444972038269
2015-09-21 23:59:59,1,0,227.0850067138672,0.9190469980239868
2015-09-22 23:59:59,0,0,230.6179962158203,0.9017959833145142
2015-09-23 23:59:59,1,0,230.2830047607422,0.8934059739112854
2015-09-24 23:59:59,1,0,234.5290069580078,0.8136100172996521
2015-09-25 23:59:59,0,1,235.1439971923828,0.7362229824066162
2015-09-26 23:59:59,0,0,234.33999633789065,0.7859640121459961
2015-09-27 23:59:59,1,0,232.7570037841797,0.7208390235900879
2015-09-28 23:59:59,0,1,239.1419982910156,0.5828859806060791
2015-09-29 23:59:59,0,1,236.6869964599609,0.6611459851264954
2015-09-30 23:59:59,1,0,236.05999755859372,0.738644003868103
2015-10-01 23:59:59,0,0,237.5489959716797,0.690214991569519
2015-10-02 23:59:59,1,1,237.29299926757807,0.6785740256309509
2015-10-03 23:59:59,0,0,238.72999572753903,0.6871709823608398
2015-10-04 23:59:59,1,0,238.25900268554688,0.668379008769989
2015-10-05 23:59:59,1,1,240.38299560546875,0.6286429762840271
2015-10-06 23:59:59,0,0,246.06300354003903,0.6506450176239014
2015-10-07 23:59:59,0,1,242.968994140625,0.609387993812561
2015-10-08 23:59:59,1,1,242.3040008544922,0.6217160224914551
2015-10-09 23:59:59,1,0,243.93099975585935,0.6506279706954956
2015-10-10 23:59:59,1,1,244.9409942626953,0.6278570294380188
2015-10-11 23:59:59,0,0,247.0500030517578,0.6349629759788513
2015-10-12 23:59:59,1,0,245.30799865722656,0.6260300278663635
2015-10-13 23:59:59,1,0,249.50799560546875,0.6076549887657166
2015-10-14 23:59:59,1,1,251.98899841308597,0.5229679942131042
2015-10-15 23:59:59,1,0,254.32000732421875,0.5618780255317688
2015-10-16 23:59:59,1,1,262.8689880371094,0.5364949703216553
2015-10-17 23:59:59,0,0,270.6400146484375,0.5471779704093933
2015-10-18 23:59:59,1,0,261.6430053710937,0.5177339911460876
2015-10-19 23:59:59,1,0,263.43701171875,0.4890139997005462
2015-10-20 23:59:59,0,1,269.4630126953125,0.4348289966583252
2015-10-21 23:59:59,1,1,266.2720031738281,0.4473290145397186
2015-10-22 23:59:59,1,0,274.02301025390625,0.5677019953727722
2015-10-23 23:59:59,1,1,276.4960021972656,0.5396569967269897
2015-10-24 23:59:59,1,1,281.65399169921875,0.5635899901390076
2015-10-25 23:59:59,1,1,283.67999267578125,0.616038978099823
2015-10-26 23:59:59,1,1,285.29998779296875,0.7313169836997986
2015-10-27 23:59:59,1,1,293.7879943847656,0.8696410059928894
2015-10-28 23:59:59,1,1,304.6180114746094,1.0024800300598145
2015-10-29 23:59:59,1,0,313.8550109863281,1.2066600322723389
2015-10-30 23:59:59,0,0,328.0150146484375,1.04121994972229
2015-10-31 23:59:59,1,1,314.1659851074219,0.9166269898414612
2015-11-01 23:59:59,1,0,325.4309997558594,1.0556700229644775
2015-11-02 23:59:59,1,1,361.1889953613281,0.9897890090942384
2015-11-03 23:59:59,1,0,403.4169921875,1.0133600234985352
2015-11-04 23:59:59,0,0,411.56298828125,0.8990499973297119
2015-11-05 23:59:59,0,1,386.35400390625,0.8956369757652283
2015-11-06 23:59:59,1,1,374.4700012207031,0.92603200674057
2015-11-07 23:59:59,0,1,386.4819946289063,0.9279739856719972
2015-11-08 23:59:59,1,0,373.3680114746094,1.0274699926376345
2015-11-09 23:59:59,0,0,380.2569885253906,0.9992780089378356
2015-11-10 23:59:59,0,0,336.8190002441406,0.9343479871749878
2015-11-11 23:59:59,1,1,311.0840148925781,0.791828989982605
2015-11-12 23:59:59,0,1,338.1520080566406,0.8957110047340393
2015-11-13 23:59:59,0,0,336.75299072265625,0.9040960073471068
2015-11-14 23:59:59,0,1,332.906005859375,0.8888120055198669
2015-11-15 23:59:59,1,1,320.1659851074219,0.9063680171966552
2015-11-16 23:59:59,1,1,330.7510070800781,0.928961992263794
2015-11-17 23:59:59,0,0,335.093994140625,1.0079799890518188
2015-11-18 23:59:59,0,0,334.5899963378906,0.9933189749717712
2015-11-19 23:59:59,0,0,326.14898681640625,0.9555320143699646
2015-11-20 23:59:59,1,1,322.0220031738281,0.9249200224876404
2015-11-21 23:59:59,0,0,326.927001953125,0.976140022277832
2015-11-22 23:59:59,0,0,324.5360107421875,0.9680179953575134
2015-11-23 23:59:59,0,0,323.0459899902344,0.9469689726829528
2015-11-24 23:59:59,1,0,320.0459899902344,0.9001910090446472
2015-11-25 23:59:59,1,1,328.2059936523437,0.8635370135307312
2015-11-26 23:59:59,1,0,352.6839904785156,0.8841829895973206
2015-11-27 23:59:59,0,1,358.0419921875,0.867950975894928
2015-11-28 23:59:59,1,0,357.3810119628906,0.9157029986381532
2015-11-29 23:59:59,1,0,371.29400634765625,0.8786140084266663
2015-11-30 23:59:59,0,1,377.3210144042969,0.8731189966201782
2015-12-01 23:59:59,0,0,362.4880065917969,0.8748000264167786
2015-12-02 23:59:59,1,0,359.18701171875,0.8212100267410278
2015-12-03 23:59:59,1,1,361.0459899902344,0.8121430277824402
2015-12-04 23:59:59,1,1,363.1830139160156,0.8400409817695618
2015-12-05 23:59:59,0,0,388.9490051269531,0.8624380230903625
2015-12-06 23:59:59,1,0,388.7829895019531,0.8355000019073486
2015-12-07 23:59:59,1,1,395.5360107421875,0.8112639784812927
2015-12-08 23:59:59,1,0,415.56298828125,0.8221179842948914
2015-12-09 23:59:59,0,1,417.56298828125,0.7921670079231262
2015-12-10 23:59:59,1,1,415.47900390625,0.840395987033844
2015-12-11 23:59:59,0,1,451.93798828125,0.9297620058059692
2015-12-12 23:59:59,0,0,434.99700927734375,0.976972997188568
2015-12-13 23:59:59,1,1,433.7550048828125,0.9528840184211732
2015-12-14 23:59:59,1,1,444.1820068359375,0.9930220246315002
2015-12-15 23:59:59,0,0,465.3210144042969,1.0141500234603882
2015-12-16 23:59:59,1,0,454.9339904785156,0.991182029247284
2015-12-17 23:59:59,1,0,456.0780029296875,0.9407010078430176
2015-12-18 23:59:59,0,0,463.6159973144531,0.920126974582672
2015-12-19 23:59:59,0,0,462.3219909667969,0.908071994781494
2015-12-20 23:59:59,0,0,442.68499755859375,0.903885006904602
2015-12-21 23:59:59,0,0,438.6390075683594,0.9007710218429564
2015-12-22 23:59:59,1,0,436.5719909667969,0.8642020225524902
2015-12-23 23:59:59,1,1,442.4010009765625,0.8580769896507263
2015-12-24 23:59:59,1,1,454.9849853515625,0.8632619976997375
2015-12-25 23:59:59,0,0,455.6530151367188,0.8703629970550537
2015-12-26 23:59:59,1,1,417.2739868164063,0.8546029925346375
2015-12-27 23:59:59,0,0,422.822998046875,0.8563650250434875
2015-12-28 23:59:59,1,1,422.2789916992188,0.8450049757957458
2015-12-29 23:59:59,0,1,432.9830017089844,0.873054027557373
2015-12-30 23:59:59,1,1,426.6199951171875,0.9119579792022704
2015-12-31 23:59:59,1,1,430.5669860839844,0.933542013168335
2016-01-01 23:59:59,0,0,434.3340148925781,0.9480239748954772
2016-01-02 23:59:59,0,1,433.43798828125,0.9371240139007568
2016-01-03 23:59:59,1,0,430.010986328125,0.971904993057251
2016-01-04 23:59:59,0,0,433.0910034179688,0.954479992389679
2016-01-05 23:59:59,0,1,431.9599914550781,0.9501760005950928
2016-01-06 23:59:59,1,0,429.1050109863281,0.9508600234985352
2016-01-07 23:59:59,0,1,458.0480041503906,0.9420049786567688
2016-01-08 23:59:59,0,1,453.2300109863281,0.9867889881134032
2016-01-09 23:59:59,1,1,447.6109924316406,0.9868329763412476
2016-01-10 23:59:59,1,1,447.9909973144531,0.999230980873108
2016-01-11 23:59:59,0,1,448.4280090332031,1.0615999698638916
2016-01-12 23:59:59,0,0,435.6900024414063,1.1410000324249268
2016-01-13 23:59:59,0,1,432.3710021972656,1.1252000331878662
2016-01-14 23:59:59,0,1,430.3059997558594,1.1895899772644043
2016-01-15 23:59:59,1,1,364.33099365234375,1.208009958267212
2016-01-16 23:59:59,0,1,387.5360107421875,1.220289945602417
2016-01-17 23:59:59,1,1,382.2990112304688,1.3274699449539185
2016-01-18 23:59:59,0,0,387.1679992675781,1.4263399839401243
2016-01-19 23:59:59,1,1,380.1489868164063,1.3713899850845337
2016-01-20 23:59:59,0,1,420.2300109863281,1.5318200588226318
2016-01-21 23:59:59,0,0,410.2619934082031,1.553570032119751
2016-01-22 23:59:59,1,1,382.4920043945313,1.501270055770874
2016-01-23 23:59:59,1,1,387.4909973144531,1.9726699590682983
2016-01-24 23:59:59,0,1,402.9710083007813,2.141200065612793
2016-01-25 23:59:59,1,0,391.72601318359375,2.499269962310791
2016-01-26 23:59:59,1,1,392.1530151367188,2.276370048522949
2016-01-27 23:59:59,0,1,394.9719848632813,2.388550043106079
2016-01-28 23:59:59,0,0,380.28900146484375,2.5264899730682373
2016-01-29 23:59:59,0,0,379.4739990234375,2.494960069656372
2016-01-30 23:59:59,0,0,378.2550048828125,2.4450600147247314
2016-01-31 23:59:59,1,0,368.7669982910156,2.306040048599243
2016-02-01 23:59:59,1,1,373.0559997558594,2.2116899490356445
2016-02-02 23:59:59,0,1,374.447998046875,2.439640045166016
2016-02-03 23:59:59,1,1,369.9490051269531,2.5286900997161865
2016-02-04 23:59:59,0,0,389.593994140625,2.5780398845672607
2016-02-05 23:59:59,0,0,386.5490112304688,2.538990020751953
2016-02-06 23:59:59,1,1,376.5220031738281,2.5344600677490234
2016-02-07 23:59:59,0,1,376.6199951171875,2.9643399715423584
2016-02-08 23:59:59,1,1,373.4469909667969,3.1797900199890137
2016-02-09 23:59:59,1,1,376.0289916992188,4.044640064239502
2016-02-10 23:59:59,0,1,381.6489868164063,4.436260223388672
2016-02-11 23:59:59,1,0,379.6539916992188,6.0131001472473145
2016-02-12 23:59:59,1,0,384.2630004882813,5.546979904174805
2016-02-13 23:59:59,1,0,391.8599853515625,5.38532018661499
2016-02-14 23:59:59,0,1,407.2300109863281,5.239729881286621
2016-02-15 23:59:59,1,0,400.18499755859375,5.2883501052856445
2016-02-16 23:59:59,1,0,407.4880065917969,4.315289974212647
2016-02-17 23:59:59,1,1,416.3219909667969,3.757240056991577
2016-02-18 23:59:59,0,1,422.37298583984375,4.399129867553711
2016-02-19 23:59:59,1,0,420.7850036621094,4.737889766693115
2016-02-20 23:59:59,1,1,437.16400146484375,4.341330051422119
2016-02-21 23:59:59,0,1,438.7980041503906,4.653619766235352
2016-02-22 23:59:59,0,0,437.74798583984375,5.616499900817871
2016-02-23 23:59:59,1,1,420.7359924316406,5.586209774017334
2016-02-24 23:59:59,0,0,424.9549865722656,6.2364702224731445
2016-02-25 23:59:59,1,0,424.54400634765625,6.104800224304199
2016-02-26 23:59:59,1,1,432.1520080566406,5.921669960021973
2016-02-27 23:59:59,1,1,432.5190124511719,6.425859928131104
2016-02-28 23:59:59,1,0,433.5039978027344,6.468349933624268
2016-02-29 23:59:59,0,1,437.6969909667969,6.336989879608154
2016-03-01 23:59:59,0,1,435.12298583984375,7.653689861297607
2016-03-02 23:59:59,0,1,423.989013671875,8.4653902053833
2016-03-03 23:59:59,0,1,421.6510009765625,9.294150352478027
2016-03-04 23:59:59,0,1,410.9389953613281,10.406000137329102
2016-03-05 23:59:59,1,1,400.5700073242188,11.003700256347656
2016-03-06 23:59:59,1,0,407.7070007324219,11.38290023803711
2016-03-07 23:59:59,0,1,414.3210144042969,9.552630424499512
2016-03-08 23:59:59,1,1,413.9719848632813,9.847209930419922
2016-03-09 23:59:59,1,0,414.8599853515625,11.89799976348877
2016-03-10 23:59:59,1,0,417.1310119628906,11.30500030517578
2016-03-11 23:59:59,0,1,421.6900024414063,11.082799911499023
2016-03-12 23:59:59,1,1,411.6239929199219,13.533300399780272
2016-03-13 23:59:59,1,0,414.0650024414063,14.475000381469728
2016-03-14 23:59:59,1,1,416.43798828125,12.45259952545166
2016-03-15 23:59:59,1,0,416.8299865722656,13.010000228881836
2016-03-16 23:59:59,1,0,417.010986328125,12.520899772644045
2016-03-17 23:59:59,0,0,420.6210021972656,11.081500053405762
2016-03-18 23:59:59,1,0,409.5480041503906,10.99810028076172
2016-03-19 23:59:59,1,0,410.4440002441406,10.530699729919434
2016-03-20 23:59:59,0,1,413.7550048828125,10.31980037689209
2016-03-21 23:59:59,1,0,413.3070068359375,11.864100456237791
2016-03-22 23:59:59,0,1,418.0889892578125,11.274800300598145
2016-03-23 23:59:59,0,0,418.0409851074219,12.41670036315918
2016-03-24 23:59:59,1,0,416.3940124511719,11.234999656677246
2016-03-25 23:59:59,1,1,417.177001953125,10.743200302124023
2016-03-26 23:59:59,1,0,417.9450073242188,10.973999977111816
2016-03-27 23:59:59,0,1,426.7650146484375,10.41919994354248
2016-03-28 23:59:59,0,0,424.2309875488281,11.665599822998049
2016-03-29 23:59:59,0,1,416.5159912109375,11.656399726867676
2016-03-30 23:59:59,1,0,414.8160095214844,11.952899932861328
2016-03-31 23:59:59,1,1,416.72900390625,11.403499603271484
2016-04-01 23:59:59,1,0,417.9599914550781,11.663599967956545
